CGPA,Aptitude,Communication,Projects,Internship,Certifications,Placement
8.09,93,81,9,Yes,2,Yes
4.55,91,36,4,No,0,No
8.56,54,88,2,Yes,6,Yes
9.16,35,43,2,Yes,5,Yes
6.95,80,69,4,No,8,Yes
6.94,75,39,7,Yes,2,Yes
6.29,65,96,5,Yes,0,Yes
6.62,35,94,3,Yes,5,Yes
7.49,56,52,7,No,4,Yes
5.52,50,60,8,No,1,Yes
5.3,90,51,0,No,2,No
5.24,92,61,2,No,1,Yes
6.36,76,51,4,Yes,2,Yes
8.29,61,54,6,No,6,Yes
6.24,80,60,10,No,0,Yes
6.53,71,48,4,Yes,4,Yes
5.52,56,70,9,Yes,8,Yes
8.63,61,94,10,Yes,6,Yes
5.05,50,86,2,Yes,5,Yes
4.76,81,92,4,No,8,Yes
5.83,51,69,6,No,2,Yes
5.37,64,65,8,No,1,Yes
5.33,73,87,10,Yes,7,Yes
8.59,48,84,0,Yes,1,Yes
4.8,92,87,6,No,1,Yes
9.13,79,50,1,No,3,Yes
9.78,85,58,9,No,1,Yes
9.03,32,71,1,No,5,Yes
4.91,99,97,7,No,5,Yes
8.58,80,69,7,Yes,2,Yes
6.96,99,100,0,No,3,Yes
9.28,47,90,8,No,1,Yes
7.55,81,53,7,No,7,Yes
8.59,74,56,1,Yes,8,Yes
7.41,96,30,10,No,5,Yes
6.78,91,54,9,Yes,0,Yes
9.67,76,43,5,No,1,Yes
5.5,38,58,8,No,6,Yes
4.84,45,48,3,No,4,No
8.24,40,89,3,Yes,0,Yes
6.85,42,87,2,Yes,5,Yes
5.14,89,50,5,Yes,1,Yes
5.94,99,100,6,No,8,Yes
6.26,99,57,10,Yes,1,Yes
8.95,81,31,6,No,0,Yes
4.51,94,67,1,No,4,Yes
5.9,44,99,0,No,2,No
7.85,100,51,1,Yes,8,Yes
6.67,60,64,0,No,3,Yes
6.6,88,75,5,No,0,Yes
8.81,73,70,6,Yes,8,Yes
5.93,86,70,1,Yes,3,Yes
4.7,59,54,4,No,7,Yes
6.98,74,53,5,Yes,5,Yes
6.0,49,53,1,Yes,3,Yes
9.36,34,79,1,No,4,Yes
4.81,57,56,9,No,3,Yes
6.35,56,34,7,No,5,Yes
6.08,39,45,0,Yes,7,Yes
4.99,73,61,8,Yes,2,Yes
9.94,35,72,9,Yes,0,Yes
8.78,89,61,2,Yes,8,Yes
6.31,82,37,7,Yes,4,Yes
8.48,56,64,6,No,7,Yes
6.55,38,30,6,Yes,7,Yes
5.53,79,48,10,No,6,Yes
4.64,77,94,5,Yes,8,Yes
6.08,41,50,2,No,2,Yes
9.76,100,71,1,No,2,Yes
4.61,59,38,4,Yes,4,Yes
9.92,72,31,4,No,2,Yes
7.08,83,43,0,Yes,0,Yes
9.6,34,60,0,No,1,Yes
8.12,74,80,1,Yes,6,Yes
5.76,64,92,1,Yes,5,Yes
5.22,42,71,2,No,7,Yes
8.98,34,60,4,No,0,Yes
4.55,39,41,10,Yes,5,Yes
9.49,79,47,1,No,0,Yes
6.78,55,72,0,No,1,No
6.49,46,49,7,No,8,Yes
9.61,100,73,3,Yes,0,Yes
5.95,78,66,4,Yes,3,Yes
9.19,98,53,6,Yes,3,Yes
9.05,53,68,1,No,6,Yes
6.27,48,75,7,Yes,5,Yes
6.54,100,51,1,No,7,Yes
4.73,64,54,6,Yes,4,Yes
5.86,85,72,5,Yes,7,Yes
7.56,71,62,8,Yes,5,Yes
7.94,76,100,9,Yes,4,Yes
8.47,65,78,7,Yes,7,Yes
5.33,30,56,6,No,1,Yes
6.13,88,63,10,No,2,Yes
7.35,87,99,4,No,3,Yes
7.15,35,49,7,No,8,Yes
5.71,38,42,3,Yes,1,Yes
7.87,84,85,10,Yes,3,Yes
9.34,73,57,0,No,4,Yes
7.66,58,82,2,Yes,0,Yes
5.77,57,72,9,Yes,3,Yes
5.83,90,45,5,No,2,Yes
9.75,77,88,6,No,1,Yes
5.06,81,72,6,No,0,Yes
8.66,52,58,3,Yes,4,Yes
6.27,70,94,0,No,0,Yes
8.17,74,35,3,Yes,5,Yes
8.95,65,73,3,Yes,0,Yes
5.58,71,39,7,No,3,Yes
8.69,80,80,4,No,6,Yes
8.48,56,48,6,No,1,Yes
7.98,56,69,4,Yes,4,Yes
8.63,32,86,7,No,7,Yes
5.16,51,62,5,No,4,Yes
4.9,76,38,5,No,4,Yes
8.61,93,70,7,Yes,0,Yes
5.09,42,94,8,Yes,3,Yes
5.72,90,78,9,No,2,Yes
5.43,66,38,10,No,8,Yes
7.95,84,69,10,No,3,Yes
7.25,57,63,3,Yes,0,Yes
6.4,31,94,5,No,2,Yes
6.47,39,58,5,No,8,Yes
5.36,55,52,3,Yes,7,Yes
7.67,99,44,4,Yes,1,Yes
6.11,44,59,10,No,3,Yes
5.46,40,56,3,No,1,No
7.9,55,99,10,No,4,Yes
7.93,55,48,5,Yes,4,Yes
8.83,76,76,5,No,0,Yes
8.2,41,81,1,No,2,Yes
8.0,87,49,2,No,3,Yes
6.33,89,63,0,No,3,Yes
6.26,94,96,10,No,1,Yes
7.82,55,31,1,Yes,4,Yes
4.94,77,77,10,No,0,Yes
8.08,64,77,5,No,3,Yes
4.59,76,94,10,No,6,Yes
5.98,58,48,8,No,3,Yes
8.01,46,35,2,No,4,Yes
5.44,99,46,8,No,1,Yes
9.86,67,85,5,Yes,6,Yes
5.24,62,31,4,No,7,Yes
8.29,81,33,2,No,6,Yes
4.6,87,36,4,Yes,7,Yes
8.32,72,68,1,Yes,8,Yes
7.79,62,52,9,Yes,4,Yes
4.85,50,74,0,No,8,No
5.79,61,94,5,No,2,Yes
7.89,35,74,7,Yes,8,Yes
7.53,83,74,10,Yes,8,Yes
9.66,93,36,10,Yes,0,Yes
6.33,95,70,6,No,4,Yes
5.71,30,95,4,Yes,4,Yes
9.33,91,63,7,Yes,3,Yes
8.37,100,98,3,No,0,Yes
5.92,67,40,1,No,2,Yes
7.71,72,78,9,Yes,6,Yes
9.26,47,53,4,Yes,3,Yes
8.21,60,93,7,No,6,Yes
4.66,85,90,3,Yes,5,Yes
8.3,39,82,6,No,7,Yes
9.66,85,82,0,No,2,Yes
9.41,54,91,6,Yes,8,Yes
6.13,41,100,3,No,8,Yes
5.12,38,56,9,No,2,Yes
4.62,38,63,9,Yes,7,Yes
4.86,42,82,6,No,4,Yes
9.69,63,33,0,Yes,5,Yes
7.74,73,57,5,Yes,7,Yes
5.03,52,66,5,Yes,7,Yes
5.69,69,87,0,No,1,Yes
5.09,64,87,9,Yes,0,Yes
5.09,74,51,1,Yes,2,No
8.38,34,78,10,No,0,Yes
5.66,89,82,9,No,0,Yes
8.79,32,71,9,No,0,Yes
5.44,43,49,4,No,8,Yes
8.27,100,48,3,No,1,Yes
9.74,79,72,8,Yes,1,Yes
8.1,49,40,10,Yes,0,Yes
5.45,50,86,9,Yes,0,Yes
8.05,35,33,1,Yes,7,Yes
9.32,48,31,9,Yes,0,Yes
6.56,87,49,3,No,2,Yes
8.86,93,91,4,Yes,3,Yes
9.04,84,50,6,No,4,Yes
6.71,89,42,0,Yes,8,Yes
6.46,72,99,0,Yes,0,Yes
7.94,64,83,8,Yes,4,Yes
5.71,32,89,0,Yes,7,Yes
7.18,82,72,10,Yes,3,Yes
8.62,81,61,5,Yes,3,Yes
8.76,85,60,10,Yes,5,Yes
7.84,86,56,8,Yes,2,Yes
8.84,48,87,2,Yes,1,Yes
5.08,83,90,3,No,5,Yes
6.69,30,48,7,Yes,8,Yes
9.44,58,73,6,Yes,1,Yes
6.78,34,70,6,No,3,Yes
4.79,44,93,1,Yes,4,Yes
8.38,57,30,9,Yes,2,Yes
7.26,61,65,2,Yes,7,Yes
7.45,82,67,0,Yes,7,Yes
9.1,93,40,2,Yes,7,Yes
4.89,53,88,2,Yes,0,No
6.23,63,100,7,Yes,3,Yes
4.55,34,94,0,No,7,No
8.49,83,37,6,Yes,4,Yes
4.62,43,91,10,No,1,Yes
7.9,75,79,2,Yes,1,Yes
5.62,94,55,5,No,7,Yes
6.53,94,42,0,Yes,2,Yes
6.25,48,100,4,Yes,0,Yes
9.0,69,69,1,No,0,Yes
7.92,44,37,10,Yes,0,Yes
5.76,46,52,1,No,4,Yes
4.93,40,31,0,No,3,No
8.42,47,74,7,Yes,5,Yes
5.17,53,100,9,No,1,Yes
9.14,33,98,6,No,4,Yes
7.62,51,64,9,No,1,Yes
8.5,33,34,10,Yes,7,Yes
6.82,98,66,1,Yes,3,Yes
5.02,80,94,3,No,0,Yes
6.47,61,55,8,No,6,Yes
7.87,72,68,1,Yes,4,Yes
5.36,74,37,7,No,4,Yes
6.89,80,72,5,Yes,1,Yes
9.95,74,84,10,Yes,4,Yes
8.8,84,93,7,No,2,Yes
7.66,86,91,4,Yes,0,Yes
9.49,80,55,5,No,5,Yes
4.67,96,59,5,Yes,8,Yes
4.78,50,44,1,Yes,4,No
7.07,60,39,9,No,6,Yes
7.32,32,99,2,No,7,Yes
7.58,32,84,6,Yes,6,Yes
7.31,81,67,2,Yes,2,Yes
8.47,55,77,4,Yes,4,Yes
7.99,96,83,8,Yes,5,Yes
9.76,33,49,3,Yes,3,Yes
5.94,75,83,9,No,0,Yes
7.17,41,94,10,Yes,5,Yes
8.52,95,53,7,No,5,Yes
8.09,41,43,7,No,5,Yes
5.14,30,81,2,Yes,0,No
7.55,67,53,2,No,0,Yes
9.01,53,43,5,Yes,8,Yes
7.46,47,69,5,Yes,3,Yes
6.73,89,59,9,Yes,1,Yes
5.93,82,63,3,No,4,Yes
7.46,74,67,3,Yes,3,Yes
6.56,69,74,2,Yes,3,Yes
8.82,50,61,1,No,0,Yes
7.83,35,62,10,No,2,Yes
9.64,84,78,3,Yes,7,Yes
8.52,85,92,9,No,4,Yes
7.79,59,31,10,Yes,3,Yes
8.22,55,61,5,No,0,Yes
5.23,39,58,2,Yes,0,No
9.9,30,36,9,No,0,Yes
5.88,57,91,8,No,1,Yes
5.76,43,52,6,No,7,Yes
6.67,93,46,7,Yes,6,Yes
9.48,95,44,5,Yes,6,Yes
8.65,49,41,4,No,2,Yes
9.55,84,48,4,No,8,Yes
5.64,100,42,0,Yes,4,Yes
7.99,63,87,2,No,6,Yes
8.6,98,54,4,No,5,Yes
9.28,63,40,9,No,5,Yes
5.73,84,65,9,No,5,Yes
8.1,91,54,5,Yes,5,Yes
6.22,79,34,8,No,6,Yes
6.57,57,51,2,No,1,Yes
8.83,84,82,5,Yes,0,Yes
9.18,83,43,7,No,5,Yes
5.97,70,60,5,Yes,7,Yes
6.58,49,48,7,No,5,Yes
7.71,38,96,5,No,6,Yes
7.41,52,81,4,Yes,2,Yes
9.47,30,56,1,Yes,4,Yes
4.61,69,78,2,No,6,Yes
9.05,93,77,0,No,7,Yes
9.15,48,45,3,Yes,6,Yes
7.81,52,60,5,No,8,Yes
6.03,66,87,1,Yes,7,Yes
7.28,53,34,7,No,8,Yes
4.85,77,49,5,No,1,Yes
8.16,99,39,3,Yes,5,Yes
6.97,96,36,5,No,2,Yes
4.74,37,98,9,No,0,Yes
4.64,63,66,3,No,2,Yes
9.14,78,80,4,Yes,2,Yes
7.78,56,78,0,Yes,0,Yes
5.3,49,59,7,Yes,7,Yes
4.87,44,70,2,Yes,1,No
7.72,76,47,4,No,0,Yes
6.15,58,56,3,No,0,Yes
7.88,75,47,9,Yes,7,Yes
9.16,47,47,5,Yes,5,Yes
9.14,83,82,3,No,0,Yes
6.96,67,46,7,No,0,Yes
9.98,68,47,2,No,7,Yes
7.44,41,75,7,Yes,8,Yes
5.45,69,86,10,Yes,6,Yes
5.02,92,42,4,No,3,Yes
9.54,56,54,4,Yes,3,Yes
9.2,74,71,6,Yes,2,Yes
9.16,38,85,4,No,6,Yes
8.74,71,71,9,No,6,Yes
6.05,82,66,1,Yes,3,Yes
8.69,87,87,6,No,7,Yes
8.4,71,56,5,Yes,3,Yes
4.82,61,91,5,Yes,2,Yes
6.92,75,71,3,No,4,Yes
7.75,70,65,7,No,2,Yes
4.82,32,80,10,No,6,Yes
8.53,70,43,9,No,5,Yes
5.62,90,53,4,Yes,4,Yes
9.26,35,89,5,No,6,Yes
5.06,94,70,9,No,7,Yes
5.55,64,93,5,Yes,2,Yes
5.95,74,31,2,No,8,Yes
7.26,64,68,7,Yes,3,Yes
7.91,83,57,1,No,3,Yes
4.95,57,82,2,No,8,Yes
4.99,65,62,1,No,2,No
9.62,87,58,0,Yes,2,Yes
8.22,46,78,3,No,7,Yes
6.5,38,58,7,Yes,7,Yes
9.18,95,78,2,Yes,0,Yes
7.72,33,46,4,No,1,Yes
8.31,88,31,10,No,3,Yes
9.59,94,68,3,No,1,Yes
5.05,42,63,10,No,7,Yes
7.36,86,95,2,Yes,7,Yes
8.25,82,77,0,Yes,7,Yes
8.79,88,32,0,No,6,Yes
5.67,63,73,5,Yes,3,Yes
5.04,41,90,6,Yes,2,Yes
9.57,76,40,2,No,3,Yes
6.16,65,47,7,No,8,Yes
7.35,81,68,0,Yes,3,Yes
5.37,58,54,9,No,4,Yes
6.08,71,88,5,No,1,Yes
6.97,46,66,10,Yes,3,Yes
9.84,81,53,7,No,0,Yes
9.65,93,84,5,Yes,2,Yes
6.42,41,52,5,No,7,Yes
5.42,44,80,2,No,4,Yes
5.5,73,54,3,No,6,Yes
4.94,63,78,9,Yes,6,Yes
9.67,64,93,10,No,6,Yes
9.33,66,63,8,Yes,5,Yes
8.51,76,34,3,No,7,Yes
6.5,49,45,2,Yes,1,Yes
7.86,31,81,4,No,0,Yes
4.99,66,56,2,No,2,No
5.69,64,72,2,No,4,Yes
7.61,75,52,2,Yes,3,Yes
5.32,94,52,10,Yes,5,Yes
5.16,76,50,5,Yes,3,Yes
9.16,78,44,9,Yes,3,Yes
8.75,51,37,7,No,6,Yes
8.27,95,97,0,Yes,1,Yes
5.78,82,61,2,Yes,7,Yes
6.0,66,35,4,No,1,Yes
9.5,48,92,0,No,5,Yes
7.29,99,54,10,Yes,6,Yes
5.96,58,30,8,Yes,3,Yes
6.98,63,99,5,No,8,Yes
9.37,49,50,7,No,7,Yes
4.88,42,93,5,No,3,No
5.6,79,72,3,No,7,Yes
5.53,55,89,4,No,7,Yes
8.67,74,56,10,Yes,3,Yes
7.25,87,83,6,No,2,Yes
7.21,94,54,5,Yes,1,Yes
6.98,73,77,4,No,0,Yes
8.86,100,48,5,No,2,Yes
7.74,80,80,3,Yes,5,Yes
5.76,59,97,3,Yes,8,Yes
4.89,88,38,10,Yes,8,Yes
6.02,87,99,5,Yes,7,Yes
8.8,78,53,5,No,0,Yes
6.54,42,54,10,Yes,2,Yes
7.18,94,52,1,Yes,0,Yes
5.72,86,76,3,No,2,Yes
7.41,51,84,9,No,4,Yes
9.55,45,75,7,No,1,Yes
7.55,95,93,7,No,1,Yes
9.38,50,77,10,Yes,1,Yes
7.59,53,89,4,Yes,5,Yes
7.05,70,52,3,No,8,Yes
6.14,87,52,7,No,8,Yes
8.43,73,33,5,Yes,1,Yes
8.87,34,43,9,No,1,Yes
7.76,32,79,1,Yes,2,Yes
7.05,60,87,9,Yes,7,Yes
8.51,38,79,9,Yes,4,Yes
7.53,86,73,1,No,1,Yes
9.06,51,65,1,Yes,2,Yes
5.48,37,72,6,Yes,6,Yes
7.22,72,63,9,No,5,Yes
6.65,50,72,2,Yes,3,Yes
5.57,40,77,3,Yes,2,Yes
9.96,74,38,1,Yes,0,Yes
5.66,89,53,7,No,5,Yes
7.86,89,100,6,Yes,0,Yes
6.16,97,63,8,Yes,8,Yes
5.43,44,75,2,No,7,Yes
8.93,62,71,4,Yes,7,Yes
9.18,93,87,2,Yes,4,Yes
5.7,45,34,10,Yes,6,Yes
9.3,100,92,8,No,5,Yes
4.7,49,92,4,No,5,Yes
8.12,66,85,0,No,3,Yes
7.01,47,100,8,Yes,8,Yes
8.43,52,89,9,Yes,4,Yes
6.93,64,33,6,Yes,6,Yes
7.24,96,85,3,Yes,4,Yes
5.72,97,100,9,Yes,7,Yes
8.49,36,78,8,Yes,8,Yes
8.79,76,89,4,No,0,Yes
6.21,96,62,0,Yes,4,Yes
8.0,61,67,0,Yes,5,Yes
5.93,85,49,10,Yes,2,Yes
9.52,77,75,3,Yes,2,Yes
5.64,45,50,4,No,1,Yes
6.12,74,43,7,No,8,Yes
5.47,75,84,4,No,2,Yes
9.0,37,68,3,Yes,8,Yes
8.59,72,89,7,No,4,Yes
8.42,92,30,3,No,5,Yes
5.49,83,40,3,Yes,4,Yes
8.97,80,80,2,Yes,4,Yes
9.37,49,90,1,Yes,6,Yes
8.02,59,74,1,No,5,Yes
4.56,70,78,9,No,6,Yes
5.52,93,86,9,No,8,Yes
5.8,79,80,10,No,5,Yes
5.48,59,95,5,No,5,Yes
8.33,77,100,3,Yes,1,Yes
6.38,62,79,6,Yes,7,Yes
9.7,90,84,3,Yes,0,Yes
4.58,92,66,3,Yes,5,Yes
9.57,90,38,5,No,1,Yes
5.59,80,78,5,No,7,Yes
9.67,40,70,1,No,6,Yes
7.29,83,74,0,No,5,Yes
6.8,95,66,1,Yes,3,Yes
9.68,84,51,6,No,7,Yes
7.58,80,90,1,No,8,Yes
8.35,47,90,4,No,4,Yes
6.75,86,57,7,Yes,0,Yes
5.17,75,82,10,No,7,Yes
6.09,30,78,2,Yes,8,Yes
5.47,76,82,7,Yes,4,Yes
5.06,63,57,2,Yes,3,Yes
4.57,77,94,5,No,2,Yes
4.75,75,82,0,Yes,7,Yes
4.57,51,36,3,No,6,No
9.55,57,76,4,No,0,Yes
5.8,65,90,10,Yes,2,Yes
5.28,46,74,0,No,3,No
9.6,90,59,8,No,7,Yes
7.93,59,77,0,No,4,Yes
8.6,42,98,3,Yes,6,Yes
6.69,38,47,10,No,5,Yes
7.24,84,74,4,No,7,Yes
5.58,37,85,10,Yes,2,Yes
8.54,78,40,6,Yes,3,Yes
8.89,72,69,10,Yes,3,Yes
9.52,64,66,5,No,1,Yes
9.95,68,61,0,Yes,7,Yes
4.55,65,85,6,Yes,1,Yes
6.05,35,40,2,Yes,6,Yes
6.1,31,99,9,Yes,1,Yes
5.1,63,40,9,Yes,4,Yes
6.54,50,48,10,Yes,2,Yes
9.05,78,35,10,Yes,0,Yes
8.76,76,84,8,Yes,2,Yes
6.45,32,38,9,No,8,Yes
5.83,36,33,9,No,6,Yes
9.3,38,33,5,Yes,2,Yes
5.61,87,36,7,Yes,0,Yes
4.76,88,36,1,No,2,Yes
6.31,77,43,8,No,0,Yes
5.78,44,34,0,No,8,No
9.93,95,43,6,Yes,0,Yes
6.9,38,30,4,No,3,Yes
7.11,98,91,9,No,0,Yes
7.18,75,97,0,No,7,Yes
6.48,73,37,3,No,1,Yes
6.39,59,86,5,No,1,Yes
6.1,56,53,5,Yes,4,Yes
4.63,73,89,8,No,5,Yes
6.39,88,98,1,Yes,1,Yes
5.83,82,90,10,No,6,Yes
4.59,73,86,7,No,6,Yes
6.93,100,63,8,Yes,7,Yes
8.52,87,65,8,No,5,Yes
9.62,45,67,4,Yes,5,Yes
7.22,80,70,5,Yes,6,Yes
8.37,71,41,2,Yes,8,Yes
5.32,79,38,0,No,3,Yes
9.76,30,73,9,No,4,Yes
8.44,66,47,9,No,0,Yes
8.56,45,94,9,Yes,4,Yes
8.12,97,81,6,No,8,Yes
8.87,77,100,2,Yes,1,Yes
5.28,31,94,7,No,7,Yes
7.59,80,49,2,No,7,Yes
8.46,61,80,5,No,0,Yes
6.57,48,73,0,Yes,6,Yes
8.17,33,70,0,Yes,2,Yes
8.49,77,62,4,No,4,Yes
8.37,94,67,5,No,6,Yes
7.34,49,62,6,No,3,Yes
8.06,30,79,0,Yes,4,Yes
6.64,81,75,1,Yes,7,Yes
5.93,64,66,7,No,5,Yes
8.43,58,65,7,No,3,Yes
7.7,53,57,0,Yes,8,Yes
9.96,48,34,5,No,7,Yes
6.02,85,34,3,Yes,8,Yes
9.11,68,88,5,No,7,Yes
4.62,77,55,9,No,6,Yes
6.44,82,51,3,Yes,3,Yes
8.07,78,85,4,No,3,Yes
5.55,49,42,7,Yes,8,Yes
8.79,43,49,10,No,0,Yes
8.39,32,44,0,Yes,2,Yes
8.98,100,37,1,Yes,8,Yes
8.28,35,54,6,No,5,Yes
5.46,65,81,4,No,8,Yes
8.41,65,76,2,Yes,6,Yes
9.84,95,86,5,No,8,Yes
6.8,36,47,4,No,6,Yes
6.04,38,48,3,Yes,8,Yes
5.06,62,46,1,No,5,No
9.52,32,34,8,No,2,Yes
6.7,46,58,0,Yes,0,Yes
9.16,69,44,4,No,4,Yes
5.71,51,91,10,Yes,2,Yes
6.07,42,44,8,Yes,1,Yes
9.98,66,51,8,No,2,Yes
6.01,89,54,5,No,7,Yes
8.04,66,65,9,Yes,5,Yes
7.19,59,74,10,Yes,0,Yes
5.89,57,52,2,No,1,Yes
6.37,32,40,9,No,3,Yes
6.78,80,31,4,Yes,1,Yes
9.05,42,64,7,Yes,4,Yes
7.32,45,40,1,No,5,Yes
8.45,72,31,0,No,1,Yes
6.27,60,55,8,Yes,4,Yes
8.45,80,32,9,Yes,4,Yes
8.14,75,77,7,Yes,0,Yes
6.36,89,30,5,No,8,Yes
8.99,61,91,0,No,3,Yes
9.91,62,45,1,Yes,6,Yes
8.12,78,68,0,No,5,Yes
9.02,98,72,5,Yes,2,Yes
6.29,67,96,1,Yes,8,Yes
4.78,56,40,6,No,8,Yes
6.87,46,60,8,Yes,1,Yes
6.53,86,41,10,Yes,1,Yes
9.33,50,81,1,No,7,Yes
6.12,89,55,9,Yes,1,Yes
6.56,62,39,5,No,8,Yes
9.94,74,31,5,No,2,Yes
9.83,98,64,0,No,8,Yes
6.75,40,76,9,No,6,Yes
8.33,83,94,3,No,8,Yes
7.37,56,62,9,No,3,Yes
6.98,75,63,2,No,0,Yes
7.79,45,71,7,Yes,1,Yes
8.47,85,35,1,No,7,Yes
5.32,38,41,7,No,3,Yes
4.78,53,74,2,No,1,No
9.13,36,51,2,No,2,Yes
4.9,84,68,9,No,6,Yes
9.29,35,40,3,Yes,2,Yes
9.56,49,66,3,Yes,1,Yes
5.03,61,59,6,No,5,Yes
8.5,92,91,2,Yes,1,Yes
7.83,62,69,6,Yes,2,Yes
5.25,90,95,6,No,3,Yes
5.93,86,48,0,Yes,0,Yes
9.59,68,86,6,Yes,6,Yes
9.22,60,85,2,Yes,3,Yes
9.86,60,86,7,Yes,3,Yes
8.19,75,50,10,Yes,6,Yes
7.17,74,83,3,No,3,Yes
5.66,31,35,3,No,5,Yes
8.35,48,51,4,Yes,0,Yes
9.83,84,41,4,Yes,8,Yes
6.62,88,87,3,Yes,5,Yes
6.85,63,32,7,No,7,Yes
8.77,66,35,5,Yes,5,Yes
7.0,99,98,10,No,3,Yes
5.53,61,88,6,No,0,Yes
5.08,60,61,4,No,5,No
6.02,45,91,10,Yes,0,Yes
7.1,100,82,7,Yes,0,Yes
5.58,71,73,3,No,8,Yes
7.6,56,37,4,No,4,Yes
9.73,31,62,4,Yes,3,Yes
6.45,36,83,8,Yes,2,Yes
4.74,70,89,7,Yes,8,Yes
5.7,92,92,7,No,0,Yes
8.13,36,93,10,No,3,Yes
9.08,67,89,3,Yes,3,Yes
6.5,89,87,6,Yes,2,Yes
7.67,60,65,8,Yes,4,Yes
9.33,67,84,10,No,6,Yes
5.25,45,39,6,Yes,8,Yes
9.25,41,95,2,No,0,Yes
5.31,61,87,10,No,4,Yes
7.13,46,57,7,Yes,4,Yes
6.29,49,79,0,Yes,1,Yes
4.97,96,79,1,No,5,Yes
5.71,68,78,10,Yes,4,Yes
7.86,87,74,4,Yes,7,Yes
8.24,35,46,2,No,5,Yes
9.83,43,46,3,No,2,Yes
8.13,96,34,2,Yes,5,Yes
5.03,61,95,10,No,3,Yes
7.45,33,82,4,No,7,Yes
7.8,81,85,10,No,0,Yes
7.88,89,93,10,Yes,7,Yes
8.6,64,56,3,No,8,Yes
7.19,79,63,6,Yes,2,Yes
7.1,81,47,10,Yes,2,Yes
5.32,96,32,7,No,6,Yes
4.99,51,41,2,No,6,Yes
5.08,35,45,0,Yes,6,Yes
6.25,90,99,6,No,5,Yes
5.89,62,53,4,No,8,Yes
5.0,99,78,5,No,7,Yes
8.6,85,47,1,No,6,Yes
9.5,53,45,2,No,0,Yes
8.53,64,49,7,No,0,Yes
6.37,32,95,1,Yes,3,Yes
9.45,52,99,7,Yes,6,Yes
8.02,64,88,7,Yes,0,Yes
6.86,54,34,7,Yes,5,Yes
8.27,49,33,10,No,3,Yes
9.8,40,45,3,No,5,Yes
5.32,67,90,5,Yes,2,Yes
7.46,34,91,1,No,7,Yes
6.07,53,67,8,No,8,Yes
5.28,92,31,0,No,2,Yes
9.32,57,66,3,No,2,Yes
6.73,97,38,9,No,3,Yes
8.74,69,68,9,No,3,Yes
4.51,84,81,3,No,6,Yes
9.33,78,66,6,Yes,3,Yes
4.72,34,72,10,No,2,Yes
8.26,86,76,2,Yes,6,Yes
7.16,63,54,6,No,1,Yes
9.9,30,95,2,No,1,Yes
8.66,66,33,6,Yes,4,Yes
9.14,63,89,4,No,3,Yes
9.28,57,67,7,No,8,Yes
9.71,31,47,8,Yes,0,Yes
7.66,48,64,6,Yes,7,Yes
6.19,54,40,2,Yes,1,Yes
9.19,44,86,1,Yes,3,Yes
4.59,82,61,3,No,8,Yes
6.48,76,100,7,No,2,Yes
6.69,66,96,9,Yes,1,Yes
7.37,88,38,10,No,0,Yes
8.23,67,32,8,Yes,8,Yes
8.92,59,78,2,Yes,8,Yes
7.71,91,93,7,Yes,0,Yes
4.75,71,52,7,No,8,Yes
8.78,52,89,1,No,2,Yes
5.88,31,53,1,Yes,4,Yes
6.59,98,78,2,Yes,0,Yes
6.07,97,41,4,No,6,Yes
8.66,86,53,1,Yes,0,Yes
4.88,77,78,7,Yes,3,Yes
6.94,46,31,9,Yes,4,Yes
5.79,72,46,4,Yes,0,Yes
8.22,33,30,8,No,0,Yes
8.85,44,30,5,Yes,0,Yes
6.37,55,78,2,Yes,3,Yes
6.04,75,49,9,No,7,Yes
9.85,68,80,0,Yes,4,Yes
4.7,64,94,9,No,3,Yes
7.93,77,80,5,Yes,6,Yes
7.41,52,70,7,Yes,4,Yes
6.17,50,94,1,Yes,2,Yes
5.98,67,47,0,No,2,No
5.68,96,58,9,Yes,8,Yes
8.98,61,94,5,No,3,Yes
5.29,100,64,7,Yes,7,Yes
5.56,42,48,7,Yes,6,Yes
6.29,64,74,3,Yes,4,Yes
4.6,73,65,2,Yes,0,Yes
5.92,44,85,8,No,2,Yes
6.85,38,57,2,No,3,Yes
9.9,45,57,2,No,1,Yes
7.01,55,53,1,Yes,3,Yes
9.34,64,82,4,Yes,8,Yes
6.14,36,100,0,No,2,No
5.28,33,48,8,No,4,Yes
7.78,59,86,7,No,5,Yes
9.13,42,63,6,Yes,1,Yes
9.65,85,66,1,Yes,4,Yes
5.04,92,98,6,Yes,5,Yes
9.36,90,50,5,No,8,Yes
4.97,80,90,4,No,8,Yes
7.93,30,50,6,Yes,8,Yes
4.88,66,38,10,Yes,1,Yes
9.87,57,54,9,Yes,2,Yes
9.5,78,90,5,Yes,6,Yes
8.34,38,62,1,Yes,7,Yes
7.52,79,40,2,Yes,7,Yes
9.9,60,78,10,Yes,6,Yes
4.79,59,63,1,No,5,No
6.37,44,60,3,No,3,Yes
6.81,58,60,2,Yes,2,Yes
7.08,67,82,6,Yes,5,Yes
8.19,48,89,8,Yes,7,Yes
8.96,41,51,7,Yes,6,Yes
9.33,71,45,4,No,6,Yes
9.83,100,64,3,No,1,Yes
9.9,91,74,0,Yes,3,Yes
7.67,99,52,8,No,8,Yes
9.43,51,44,2,Yes,3,Yes
5.51,52,38,10,No,8,Yes
9.29,95,95,4,Yes,4,Yes
6.26,93,40,1,No,2,Yes
